CODE;TEXT;TEXT_Q0;TEXT_Q1;TEXT_QN;N;Q;T;D;U;C;R;COMMENT
741;$Q sets of roadworks. Three lanes closed;roadworks. Three lanes closed;;;;0;L;1;;5;E1.D7;
51;roadworks, $Q overtaking lane(s) closed;roadworks, overtaking lane(s) closed;;;;0;L;1;;5;E1.D50;
743;roadworks. Carriageway reduced from $Q lanes to one lane;roadworks. Carriageway reduced to one lane;;;;0;L;1;;5;E1.D15;
744;roadworks. Carriageway reduced from $Q lanes to two lanes;roadworks. Carriageway reduced to two lanes;;;;0;L;1;;5;E1.D16;
745;roadworks. Carriageway reduced from $Q lanes to three lanes;roadworks. Carriageway reduced to three lanes;;;;0;L;1;;5;E1.D17;
776;resurfacing work. Carriageway reduced from $Q lanes to one lane;resurfacing work. Carriageway reduced to one lane;;;;0;L;1;;5;E4.D15;
777;resurfacing work. Carriageway reduced from $Q lanes to two lanes;resurfacing work. Carriageway reduced to two lanes;;;;0;L;1;;5;E4.D16;
778;resurfacing work. Carriageway reduced from $Q lanes to three lanes;resurfacing work. Carriageway reduced to three lanes;;;;0;L;1;;5;E4.D17;
793;$Q sets of road marking work. Right lane closed;road marking work. Right lane closed;;;;0;D;1;;5;E6.D2;
794;$Q sets of road marking work. Centre lane closed;road marking work. Centre lane closed;;;;0;D;1;;5;E6.D3;
795;$Q sets of road marking work. Left lane closed;road marking work. Left lane closed;;;;0;D;1;;5;E6.D4;
796;$Q sets of road marking work. Hard shoulder closed;road marking work. Hard shoulder closed;;;;0;D;1;;5;E6.D5;
797;$Q sets of road marking work. Two lanes closed;road marking work. Two lanes closed;;;;0;D;1;;5;E6.D6;
798;$Q sets of road marking work. Three lanes closed;road marking work. Three lanes closed;;;;0;D;1;;5;E6.D7;
835;$Q sets of slow moving maintenance vehicles. Right lane closed;slow moving maintenance vehicles. Right lane closed;;;;0;D;1;U;5;E12.D2;
836;$Q sets of slow moving maintenance vehicles. Centre lane closed;slow moving maintenance vehicles. Centre lane closed;;;;0;D;1;U;5;E12.D3;
837;$Q sets of slow moving maintenance vehicles. Left lane closed;slow moving maintenance vehicles. Left lane closed;;;;0;D;1;U;5;E12.D4;
838;$Q sets of slow moving maintenance vehicles. Two lanes closed;slow moving maintenance vehicles. Two lanes closed;;;;0;D;1;U;5;E12.D6;
839;$Q sets of slow moving maintenance vehicles. Three lanes closed;slow moving maintenance vehicles. Three lanes closed;;;;0;D;1;U;5;E12.D7;
799;closed for bridge demolition work at $Q bridges;closed for bridge demolition work;;;;0;L;2;U;5;E13.C1;
947;road closed due to landslips;;;;;;L;2;U;5;F9.C1;
957;road closed due to burst water main;;;;;;D;1;U;5;F14.C1;
965;closed due to serious fire;;;;;;D;2;U;5;F16.C1;
951;subsidence. Carriageway reduced from $Q lanes to one lane;subsidence. Carriageway reduced to one lane;;;;0;L;1;;5;F12.D15;
952;subsidence. Carriageway reduced from $Q lanes to two lanes;subsidence. Carriageway reduced to two lanes;;;;0;L;1;;5;F12.D16;
953;subsidence. Carriageway reduced from $Q lanes to three lanes;subsidence. Carriageway reduced to three lanes;;;;0;L;1;;5;F12.D17;
956;closed due to sewer collapse;;;;;;L;1;U;5;F13.C1;
961;closed due to gas leak;;;;;;D;2;U;5;F15.C1;
969;closed for clearance work;;;;;;D;1;U;5;F18.C1;
1021;snow on the road. Carriageway reduced from $Q lanes to one lane;snow on the road. Carriageway reduced to one lane;;;;0;D;1;U;5;G11.D15;
1022;snow on the road. Carriageway reduced from $Q lanes to two lanes;snow on the road. Carriageway reduced to two lanes;;;;0;D;1;;5;G11.D16;
1023;snow on the road. Carriageway reduced from $Q lanes to three lanes;snow on the road. Carriageway reduced to three lanes;;;;0;D;1;;5;G11.D17;
241;$Q accident(s). Right lane blocked;accident(s). Right lane blocked;;;;0;D;1;U;5;B1.D8;
242;$Q accident(s). Centre lane blocked;accident(s). Centre lane blocked;;;;0;D;1;U;5;B1.D9;
243;$Q accident(s). Left lane blocked;accident(s). Left lane blocked;;;;0;D;1;U;5;B1.D10;
244;$Q accident(s). Hard shoulder blocked;accident(s). Hard shoulder blocked;;;;0;D;1;U;5;B1.D11;
245;$Q accident(s). Two lanes blocked;accident(s). Two lanes blocked;;;;0;D;1;U;5;B1.D12;
246;$Q accident(s). Three lanes blocked;accident(s). Three lanes blocked;;;;0;D;1;U;5;B1.D13;
303;blocked by $Q shed load(s);blocked by shed load(s);;;;0;D;1;U;5;B10.C2;
304;$Q shed load(s). Right lane blocked;shed load(s). Right lane blocked;;;;0;D;1;U;5;B10.D8;
305;$Q shed load(s). Centre lane blocked;shed load(s). Centre lane blocked;;;;0;D;1;U;5;B10.D9;
306;$Q shed load(s). Left lane blocked;shed load(s). Left lane blocked;;;;0;D;1;U;5;B10.D10;
307;$Q shed load(s). Hard shoulder blocked;shed load(s). Hard shoulder blocked;;;;0;D;1;U;5;B10.D11;
308;$Q shed load(s). Two lanes blocked;shed load(s). Two lanes blocked;;;;0;D;1;U;5;B10.D12;
309;$Q shed load(s). Three lanes blocked;shed load(s). Three lanes blocked;;;;0;D;1;U;5;B10.D13;
369;blocked by $Q overturned vehicle(s);blocked by overturned vehicle(s);;;;0;D;1;U;5;B16.C2;
370;$Q overturned vehicle(s). Right lane blocked;overturned vehicle(s). Right lane blocked;;;;0;D;1;U;5;B16.D8;
371;$Q overturned vehicle(s). Centre lane blocked;overturned vehicle(s). Centre lane blocked;;;;0;D;1;U;5;B16.D9;
372;$Q overturned vehicle(s). Left lane blocked;overturned vehicle(s). Left lane blocked;;;;0;D;1;U;5;B16.D10;
373;$Q overturned vehicle(s). Two lanes blocked;overturned vehicle(s). Two lanes blocked;;;;0;D;1;U;5;B16.D12;
374;$Q overturned vehicle(s). Three lanes blocked;overturned vehicle(s). Three lanes blocked;;;;0;D;1;U;5;B16.D13;
323;blocked by $Q broken down vehicle(s).;blocked by broken down vehicle(s).;;;;0;D;1;U;5;B11.C2;
324;$Q broken down vehicle(s). Right lane blocked;broken down vehicle(s). Right lane blocked;;;;0;D;1;U;5;B11.D8;
325;$Q broken down vehicle(s). Centre lane blocked;broken down vehicle(s). Centre lane blocked;;;;0;D;1;U;5;B11.D9;
326;$Q broken down vehicle(s). Left lane blocked;broken down vehicle(s). Left lane blocked;;;;0;D;1;U;5;B11.D10;
327;$Q broken down vehicle(s). Hard shoulder blocked;broken down vehicle(s). Hard shoulder blocked;;;;0;D;1;U;5;B11.D11;
328;$Q broken down vehicle(s). Two lanes blocked;broken down vehicle(s). Two lanes blocked;;;;0;D;1;U;5;B11.D12;
329;$Q broken down vehicle(s). Three lanes blocked;broken down vehicle(s). Three lanes blocked;;;;0;D;1;U;5;B11.D13;
402;blocked;;;;;;D;1;U;5;C2;
520;$Q lane(s) blocked;lane(s) blocked;;;;0;D;1;U;5;D21;
507;$Q right lane(s) blocked;right lane(s) blocked;;;;0;D;1;U;5;D8;
508;$Q centre lane(s) blocked;centre lane(s) blocked;;;;0;D;1;U;5;D9;
509;$Q left lane(s) blocked;left lane(s) blocked;;;;0;D;1;U;5;D10;
510;hard shoulder blocked;;;;;;D;1;;5;D11;
642;emergency lane blocked;;;;;;D;1;;5;D25;
42;$Q overtaking lane(s) blocked;overtaking lane(s) blocked;;;;0;D;1;U;5;D51;
646;one lane blocked;;;;;;D;1;U;5;D29;
511;two lanes blocked;;;;;;D;1;U;5;D12;
512;three lanes blocked;;;;;;D;1;U;5;D13;
980;blocked by $Q obstruction(s) on the road;blocked by obstruction(s) on the road;;;;0;D;1;U;5;F1.C2;
982;blocked due to spillage on roadway;;;;;;D;1;U;5;F2.C2;
925;blocked by storm damage;;;;;;D;1;U;5;F23.C2;
926;blocked by $Q fallen trees;blocked by fallen trees;;;;0;D;1;U;5;F4.C2;
987;blocked by fallen power cables;;;;;;D;2;U;5;F19.C2;
517;contraflow;;;;;;L;2;;5;D18;
518;narrow lanes;;;;;;L;1;;5;D19;
519;contraflow with narrow lanes;;;;;;L;2;;5;D18.D19;
513;single alternate line traffic;;;;;;L;2;;5;E14;
746;$Q sets of roadworks. Contraflow;roadworks. Contraflow;;;;0;L;2;;5;E1.D18;
742;$Q sets of roadworks. Single alternate line traffic;roadworks. Single alternate line traffic;;;;0;L;2;;5;E1.E14;
779;$Q sections of resurfacing work. Contraflow;resurfacing work. Contraflow;;;;0;L;2;;5;E4.D18;
775;$Q sections of resurfacing work. Single alternate line traffic;resurfacing work. Single alternate line traffic;;;;0;L;2;;5;E4.E14;
954;subsidence. Contraflow in operation;;;;;;L;2;;5;F12.D18;
638;turning lane closed;;;;;;L;1;;5;D20;
643;turning lane blocked;;;;;;D;1;;5;D26;
639;crawler lane closed;;;;;;L;1;;5;D22;
640;slow vehicle lane closed;;;;;;L;1;;5;D23;
678;heavy vehicle lane closed;;;;;;L;1;;5;D44;
644;crawler lane blocked;;;;;;D;1;;5;D27;
645;slow vehicle lane blocked;;;;;;D;1;;5;D28;
679;heavy vehicle lane blocked;;;;;;D;1;U;5;D45;
657;lane blockages cleared;;;;;;(D);1;;5;D94;
631;road cleared;;;;;;(D);1;;5;C91;
658;contraflow removed;;;;;;(L);1;;5;D96;
467;reopened;;;;;;(D);1;;5;C98;
630;open;;;;;;L;1;;5;C90;
624;lane closures removed;;;;;;(L);1;;5;D98;
664;carriageway closed;;;;;;L;1;;5;C34;
665;both directions closed;;;;;;L;2;;5;C35;
625;message cancelled;;;;S;;;;;5;;
479;parallel carriageway closed;;;;;;L;1;U;6;C18;
480;right-hand parallel carriageway closed;;;;;;L;1;U;6;C19;
481;left-hand parallel carriageway closed;;;;;;L;1;U;6;C20;
482;express lanes closed;;;;;;L;1;U;6;C21;
483;through traffic lanes closed;;;;;;L;1;U;6;C22;
484;local lanes closed;;;;;;L;1;U;6;C23;
486;parallel carriageway blocked;;;;;;D;1;U;6;C25;
487;right-hand parallel carriageway blocked;;;;;;D;1;U;6;C26;
488;left-hand parallel carriageway blocked;;;;;;D;1;U;6;C27;
489;express lanes blocked;;;;;;D;1;U;6;C28;
490;through traffic lanes blocked;;;;;;D;1;U;6;C29;
491;local lanes blocked;;;;;;D;1;U;6;C30;
1982;bus lane closed;;;;;;L;1;;6;D40;
676;bus lane blocked;;;;;;D;1;U;6;D41;
26;bridge blocked;;;;;;D;1;U;6;C55;
27;tunnel blocked;;;;;;D;1;U;6;C56;
663;all carriageways cleared;;;;;;(L);1;;6;C86;
634;all carriageways reopened;;;;;;(L);1;;6;C94;
672;message cancelled;;;;S;;;;;6;;
407;$Q th exit slip road closed;exit slip road closed;;;;0;L;1;U;7;C7;
474;$Q exit slip road(s) closed;exit slip road(s) closed;;;;0;L;1;U;7;C13;
475;$Q th exit slip road blocked;exit slip road blocked;;;;0;D;1;U;7;C14;
476;exit blocked;;;;;;D;1;U;7;C15;
408;slip roads closed;;;;;;L;1;U;7;C8;
477;slip roads blocked;;;;;;D;1;U;7;C16;
409;slip road restrictions;;;;;;L;1;;7;C9;
478;connecting carriageway closed;;;;;;L;1;U;7;C17;
485;connecting carriageway blocked;;;;;;D;1;U;7;C24;
1998;dangerous situation on exit slip road;;;;;;D;1;U;7;F32;
633;exit reopened;;;;;;(L);1;;7;C93;
466;slip roads reopened;;;;;;(L);1;;7;C97;
673;message cancelled;;;;S;;;;;7;;
406;$Q th entry slip road closed;entry slip road closed;;;;0;L;1;U;8;C6;
471;$Q entry slip road(s) closed;entry slip road(s) closed;;;;0;L;1;U;8;C10;
472;$Q th entry slip road blocked;entry slip road blocked;;;;0;D;1;U;8;C11;
473;entry blocked;;;;;;D;1;U;8;C12;
1999;dangerous situation on entry slip road;;;;;;D;1;U;8;F31;
632;entry reopened;;;;;;(L);1;;8;C92;
399;message cancelled;;;;S;;;;;8;;
492;no motor vehicles;;;;;;L;2;U;9;C31;
493;restrictions;;;;;;L;1;;9;C32;
627;no motor vehicles without catalytic converters;;;;;;L;2;U;9;C90.Z73;
628;no motor vehicles with even-numbered registration plates;;;;;;L;2;U;9;C31.Z84;
629;no motor vehicles with odd-numbered registration plates;;;;;;L;2;U;9;C31.Z85;
405;no through traffic;;;;;;L;1;U;9;C5;
404;no through traffic for heavy lorries over $Q;no through traffic for heavy lorries;;;;8;L;1;U;9;C 5.Z78;
1332;smog alert;;;;;;L;2;;9;L18;
1338;no motor vehicles due to smog alert;;;;;;L;2;U;9;L18.C31;
469;closed ahead;;;;;;L;1;U;9;C3;
470;blocked ahead;;;;;;D;1;U;9;C4;
2000;closed due to smog alert until $Q;closed due to smog alert;;;;7;L;2;U;9;L30;
1527;closed due to major event;;;;;;D;1;U;9;P1.C1;
1541;closed due to sports meeting;;;;;;D;1;U;9;P2.C1;
1555;closed due to fair;;;;;;D;1;U;9;P6.C1;
1559;closed due to parade;;;;;;D;1;U;9;P10.C1;
1563;closed due to strike;;;;;;D;1;U;9;P42.C1;
1567;closed due to demonstration;;;;;;D;1;U;9;P13.C1;
1580;closed due to security alert;;;;;;D;1;U;9;P15.C1;
1485;closed due to security incident;;;;;;D;2;U;9;P43.C1;
938;closed due to flooding;;;;;;L;2;U;9;F5.C1;
943;closed due to avalanches;;;;;;L;2;U;9;F7.C1;
993;closed due to avalanche risk;;;;;;L;2;U;9;F7D.C1;
995;closed due to ice build-up;;;;;;L;2;U;9;F21.C1;
945;closed due to rockfalls;;;;;;L;2;U;9;F8.C1;
949;closed due to subsidence;;;;;;L;1;U;9;F12.C1;
2013;service area busy;;;;;;D;1;;9;C59;
20;service area overcrowded, drive to another service area;;;;;;D;1;;9;C58;
22;service area, fuel station closed;;;;;;L;1;;9;C51;
23;service area, restaurant closed;;;;;;L;1;;9;C52;
24;bridge closed;;;;;;L;1;U;9;C53;
25;tunnel closed;;;;;;L;1;U;9;C54;
403;closed for heavy vehicles over $Q;closed for heavy vehicles;;;;8;L;1;U;9;C1.Z8;
494;closed for heavy lorries over $Q;closed for heavy lorries;;;;8;L;1;U;9;C1.Z78;
661;use of hard shoulder allowed;;;;;;D;1;;9;D34;
1854;traffic regulations have been changed;;;;;;(L);2;;9;U6;
28;road closed intermittently;;;;;;D;1;U;9;C57;
1971;police directing traffic;;;;;;(D);1;;9;U7;
1972;bus lane available for all vehicles;;;;;;L;1;;9;D62;
1973;police directing traffic via the bus lane;;;;;;(D);1;U;9;D63;
1978;heavy vehicle lane available for all vehicles;;;;;;L;1;;9;D46;
1979;police directing traffic via the heavy vehicle lane;;;;;;(D);1;;9;D68;
662;normal lane regulations restored;;;;;;(D);1;;9;D93;
1974;allow emergency vehicles to pass;;;;;;(D);1;U;9;U8;
1977;allow emergency vehicles to pass in the heavy vehicle lane;;;;;;(D);1;U;9;D67;
1961;allow emergency vehicles to pass in the carpool lane;;;;;;(D);1;U;9;D53;
1212;closed for high-sided vehicles due to strong winds $Q;closed for high-sided vehicles due to strong winds;;;;4;L;2;U;9;J5.C1.Z81;
1976;overtaking prohibited;;;;;;D;1;;9;U10;
1980;overtaking prohibited for heavy lorries over $Q;overtaking prohibited for heavy lorries;;;;8;D;1;;9;U101;
1985;overtaking restriction lifted;;;;;;D;1;;9;U93;
1981;drivers of heavy lorries over $Q are recommended to stop at next safe place;drivers of heavy lorries are recommended to stop at next safe place;;;;8;D;2;U;9;U102;
1986;Low Emission Zone restriction in force;;;;;;L;2;;9;C36;
1975;overtaking prohibited for heavy vehicles over $Q;overtaking prohibited for heavy vehicles;;;;8;D;1;U;9;U103;
660;lane restrictions lifted;;;;;;(L);1;;9;D97;
1215;restrictions for high-sided vehicles lifted;;;;;;(L);2;U;9;J97;
680;reopened for through traffic;;;;;;(L);1;;9;C87;
36;fuel station reopened;;;;;;(D);1;;9;C88;
37;restaurant reopened;;;;;;(D);1;;9;C89;
635;motor vehicle restrictions lifted;;;;;;(L);2;;9;C95;
40;smog alert ended;;;;;;(L);2;;9;L96;
636;traffic restrictions lifted;;;;;;(L);2;;9;C96;{reopened for all traffic}
2046;Convoy service required due to bad weather;;;;;;D;2;U;9;Unn;
468;message cancelled;;;;S;;;;;9;;
647;$Q person carpool lane in operation;carpool lane in operation;;;;0;L;1;;10;D30;
648;$Q person carpool lane closed;carpool lane closed;;;;0;L;1;U;10;D31;
649;$Q person carpool lane blocked;carpool lane blocked;;;;0;D;1;U;10;D32;
671;bus lane available for carpools with at least $Q occupants;bus lane available for carpools;;;;0;L;1;;10;D35;
650;carpool restrictions changed to $Q persons per vehicle;carpool restrictions changed;;;;0;L;1;U;10;D33;
1962;carpool lane available for all vehicles;;;;;;L;1;;10;D38;
1963;police directing traffic via the carpool lane;;;;;;(D);1;;10;D54;
2006;closed for vehicles with less than three occupants;;;;;;L;1;U;10;L37;{not valid for lorries}
2007;closed for vehicles with only one occupant;;;;;;L;1;U;10;L38;{not valid for lorries}
659;$Q person carpool restrictions lifted;carpool restrictions lifted;;;;0;D;1;;10;D95;
2029;message cancelled;;;;S;;;;;10;;
701;$Q sets of roadworks;roadworks;;;;0;L;1;;11;E1;
702;$Q sets of major roadworks;major roadworks;;;;0;L;1;;11;E2;
802;$Q sets of long-term roadworks;long-term roadworks;;;;0;L;1;;11;E10;
803;$Q sets of construction work;construction work;;;;0;L;1;;11;E11;
704;$Q sections of resurfacing work;resurfacing work;;;;0;L;1;;11;E4;
705;$Q sets of central reservation work;central reservation work;;;;0;L;1;;11;E5;
703;$Q sets of maintenance work;maintenance work;;;;0;D;1;;11;E3;
853;roadwork clearance in progress;;;;;;(L);1;;11;E22;
707;bridge maintenance work at $Q bridges;bridge maintenance work;;;;0;L;1;;11;E7;
805;bridge demolition work at $Q bridges;bridge demolition work;;;;0;L;1;U;11;E13;
709;$Q sections of blasting work;blasting work;;;;0;L;2;;11;E9;
52;$Q sets of roadworks on the hard shoulder;roadworks on the hard shoulder;;;;0;L;1;;11;E11.Z146;
53;$Q sets of roadworks in the emergency lane;roadworks in the emergency lane;;;;0;L;1;;11;E11.Z147;
815;$Q sets of roadworks during the day time;roadworks during the day time;;;;0;L;1;;11;E1.Z214;
816;$Q sets of roadworks during off-peak periods;roadworks during off-peak periods;;;;0;L;1;;11;E1.Z215;
817;$Q sets of roadworks during the night;roadworks during the night;;;;0;L;1;;11;E1.Z216;
821;$Q sets of resurfacing work during the day time;resurfacing work during the day time;;;;0;L;1;;11;E4.Z214;
822;$Q sets of resurfacing work during off-peak periods;resurfacing work during off-peak periods;;;;0;L;1;;11;E4.Z215;
823;$Q sets of resurfacing work during the night;resurfacing work during the night;;;;0;L;1;;11;E4.Z216;
708;$Q sets of temporary traffic lights;temporary traffic lights;;;;0;L;2;;11;E8;
806;$Q sets of water main work;water main work;;;;0;L;2;;11;E15;
807;$Q sets of gas main work;gas main work;;;;0;L;2;;11;E16;
808;$Q sets of work on buried cables;work on buried cables;;;;0;L;2;;11;E17;
809;$Q sets of work on buried services;work on buried services;;;;0;L;2;;11;E18;
810;new roadworks layout;;;;;;(L);2;;11;E19;
855;road layout unchanged;;;;;;(L);2;;11;E95;
811;new road layout;;;;;;(L);2;;11;E20;
854;maintenance work cleared;;;;;;(D);1;;11;E97;
800;roadworks cleared;;;;;;(L);1;;11;E98;
801;message cancelled;;;;S;;;;;11;;
901;$Q obstruction(s) on roadway;obstruction(s) on roadway;;;;0;D;1;U;12;F1;{something that does block the road or part of it}
902;$Q obstruction(s) on the road. Danger;obstruction(s) on the road. Danger;;;;0;D;1;U;12;F1.Z91;
981;$Q obstruction(s) on the road. Passable with care;obstruction(s) on the road. Passable with care;;;;0;D;1;U;12;F1.G20;
61;$Q object(s) on roadway;object(s) on roadway;;;;0;D;1;U;12;F27;{something that does not neccessarily block the road or part of it}
63;$Q object(s) on the road. Danger;object(s) on the road. Danger;;;;0;D;1;U;12;F27.Z91;
210;$Q shed load(s);shed load(s);;;;0;D;1;;12;B10;
359;$Q shed load(s). Danger;shed load(s). Danger;;;;0;D;1;U;12;B10.Z91;
903;spillage on the road;;;;;;(D);1;;12;F2;
984;spillage on the road. Danger;;;;;;(D);1;U;12;F2.Z91;
904;storm damage;;;;;;D;2;;12;F3;
986;storm damage. Danger;;;;;;D;2;U;12;F3.Z91;
972;storm damage expected;;;;F;;D;2;;12;F3E;
905;$Q fallen trees;fallen trees;;;;0;D;1;;12;F4;
906;$Q fallen trees. Danger;fallen trees. Danger;;;;0;D;1;U;12;F4.Z91;
973;fallen power cables;;;;;;D;2;;12;F19;
989;fallen power cables. Danger;;;;;;D;2;U;12;F19.Z91;
907;flooding;;;;;;L;2;;12;F5;
900;flooding expected;;;;F;;D;2;U;12;F5E;
908;flooding. Danger;;;;;;L;2;U;12;F5.Z91;
974;sewer overflow;;;;;;L;2;;12;F20;
990;sewer overflow. Danger;;;;;;L;2;U;12;F20.Z91;
909;flash floods;;;;;;D;2;U;12;F6;
910;danger of flash floods;;;;;;D;2;U;12;F6D;
991;flash floods. Danger;;;;;;D;2;U;12;F6.Z91;
911;avalanches;;;;;;L;2;;12;F7;
992;avalanches. Danger;;;;;;L;2;U;12;F7.Z91;
912;avalanche risk;;;;;;L;2;;12;F7D;
994;avalanche risk. Danger;;;;;;L;2;U;12;F7D.Z91;
975;ice build-up;;;;;;L;2;;12;F21;
913;rockfalls;;;;;;L;2;;12;F8;
998;rockfalls. Danger;;;;;;L;2;U;12;F8.Z91;
914;landslips;;;;;;L;2;;12;F9;
999;landslips. Danger;;;;;;L;2;U;12;F9.Z91;
976;mud slide;;;;;;L;2;;12;F22;
915;earthquake damage;;;;;;L;2;;12;F10;
1000;earthquake damage. Danger;;;;;;L;2;U;12;F10.Z91;
917;subsidence;;;;;;L;1;;12;F12;
1026;subsidence. Danger;;;;;;L;1;U;12;F12.Z91;
918;$Q collapsed sewer(s);collapsed sewer(s);;;;0;L;2;;12;F13;
1030;sewer collapse. Danger;;;;;;L;2;U;12;F13.Z91;
919;burst water main;;;;;;D;2;;12;F14;
1031;burst water main. Danger;;;;;;D;2;U;12;F14.Z91;
62;$Q burst pipe(s);burst pipe(s);;;;0;D;2;;12;F51;
64;burst pipe. Danger;;;;;;D;2;U;12;F28.Z91;
920;gas leak;;;;;;D;2;;12;F15;
1032;gas leak. Danger;;;;;;D;2;U;12;F15.Z91;
977;grass fire;;;;;;D;2;;12;F23;
921;serious fire;;;;;;D;2;;12;F16;
1033;serious fire. Danger;;;;;;D;2;U;12;F16.Z91;
978;air crash;;;;;;L;2;U;12;F24;
979;rail crash;;;;;;D;2;U;12;F25;
983;spillage on the road. Passable with care;;;;;;D;1;U;12;F2.G20;
985;storm damage. Passable with care;;;;;;D;2;U;12;F3.G20;
927;$Q fallen tree(s). Passable with care;fallen tree(s). Passable with care;;;;0;D;1;U;12;F4.G20;
988;fallen power cables. Passable with care;;;;;;D;1;U;12;F19.G20;
942;flooding. Passable with care;;;;;;L;2;;12;F5.G20;
944;avalanches. Passable with care above $Q hundred metres;avalanches. Passable with care;;;;0;L;2;;12;F7.G20;
996;ice build-up. Passable with care above $Q hundred metres;ice build-up. Passable with care;;;;0;L;2;U;12;F21.G20;
946;rockfalls. Passable with care;;;;;;L;2;;12;F8.G20;
948;landslips. Passable with care;;;;;;L;2;;12;F9.G20;
955;subsidence. Passable with care;;;;;;L;1;;12;F12.G20;
950;subsidence. Single alternate line traffic;;;;;;L;2;;12;F12.E14;
997;ice build-up. Single alternate traffic;;;;;;L;2;U;12;F21.E14;
1709;spillage occurring from moving vehicle;;;;;;D;1;U;12;R7;
1700;$Q slow moving maintenance vehicle(s);slow moving maintenance vehicle(s);;;;0;D;1;U;12;R9D;
1090;volcano eruption warning;;;;;;L;2;U;12;Fnn;
898;obstruction warning withdrawn;;;;;;(L);2;;12;F95;
899;clearance work in progress, road free again;;;;;;(D);2;;12;F96;
970;road free again;;;;;;(L);2;;12;F98;
1712;road cleared;;;;;;(D);1;;12;R97;
1084;house fire;;;;;;D;2;;12;F97;
1085;forest fire;;;;;;L;2;U;12;Fnn;
1086;vehicle stuck under bridge;;;;;;D;2;;12;F101;
971;message cancelled;;;;S;;;;;12;;
2042;ice build-up on cable structure;;;;;;D;2;U;13;Hnn;
922;animals on roadway;;;;;;D;;;13;F17;
1471;sightseers obstructing access;;;;;;D;2;U;13;P38;
1472;people on roadway;;;;;;D;2;;13;P39;
1473;children on roadway;;;;;;D;2;;13;P40;
1474;cyclists on roadway;;;;;;D;2;;13;P41;
923;animals on the road. Danger;;;;;;(D);2;U;13;F17.Z91;
1482;people on roadway. Danger;;;;;;D;2;U;13;P39.Z91;
1483;children on roadway. Danger;;;;;;D;2;U;13;P40.Z91;
1484;cyclists on roadway. Danger;;;;;;D;2;U;13;P41.Z91;
1067;large animals on roadway;;;;;;D;2;;13;F26;
1068;herds of animals on roadway;;;;;;D;2;;13;F30;
852;construction traffic merging;;;;;;D;1;U;13;E21;
856;construction traffic merging. Danger;;;;;;D;1;U;13;E21.Z91;
706;$Q sets of road marking work;road marking work;;;;0;D;1;;13;E6;
824;$Q sets of road marking work. Danger;road marking work. Danger;;;;0;D;1;U;13;E6.Z91;
1771;warning cleared;;;;;;(D);1;;13;F99;
857;$Q unprotected accident area(s);unprotected accident area(s);;;;0;D;1;;13;B30;
858;danger of $Q unprotected accident area(s);danger of unprotected accident area(s);;;;0;D;1;U;13;B30D;
859;$Q unlit vehicle(s) on the road;unlit vehicle(s) on the road;;;;0;D;1;;13;R10;
860;danger of $Q unlit vehicle(s) on the road;danger of unlit vehicle(s) on the road;;;;0;D;1;U;13;R10D;
861;snow and ice debris;;;;;;L;2;;13;G29;
862;danger of snow and ice debris;;;;;;L;2;U;13;G29D;
897;people throwing objects onto the road. Danger;;;;;;D;2;X;13;81D;
1991;danger of waiting vehicles on roadway;;;;;;D;1;U;13;R11;
1498;police activity ongoing;;;;;;D;1;U;13;Pnn;
1499;medical emergency ongoing;;;;;;D;1;U;13;Pnn;
2030;message cancelled;;;;S;;;;;13;F99;
1035;impassable above $Q hundred metres;impassable;;;;0;D;2;U;14;G16;
1036;almost impassable above $Q hundred metres;almost impassable;;;;0;D;2;U;14;G17;
1037;extremely hazardous driving conditions above $Q hundred metres;extremely hazardous driving conditions;;;;0;D;2;U;14;G18;
1073;extremely hazardous driving conditions expected above $Q hundred metres;extremely hazardous driving conditions expected;;;F;0;D;2;U;14;G18E;
1001;hazardous driving conditions above $Q hundred metres;hazardous driving conditions;;;;0;D;2;U;14;G1;
1038;difficult driving conditions above $Q hundred metres;difficult driving conditions;;;;0;D;2;U;14;G19;
1039;passable with care up to $Q hundred metres;passable with care;;;;0;D;2;;14;G20;
1040;passable up to $Q hundred metres;passable;;;;0;D;2;;14;G21;
1063;impassable for heavy vehicles over $Q;impassable for heavy vehicles;;;;8;D;2;U;14;G16.Z8;
1064;impassable above $Q hundred metres for vehicles with trailers;impassable for vehicles with trailers;;;;0;D;2;U;14;G16.Z77;
1041;surface water hazard;;;;;;D;2;;14;G22;
1002;danger of aquaplaning;;;;;;D;2;U;14;G2D;
1003;slippery road above $Q hundred metres;slippery road;;;;0;L;2;U;14;G3;
1004;mud on road;;;;;;L;2;;14;G4;
1055;mud on road. Danger;;;;;;L;2;U;14;G4.Z91;
1005;leaves on road;;;;;;L;2;;14;G5;
1042;loose sand on road;;;;;;L;2;;14;G23;
1043;loose chippings;;;;;;L;2;;14;G24;
1056;loose chippings. Danger;;;;;;L;2;U;14;G24.Z91;
1044;oil on road;;;;;;L;1;;14;G25;
1057;oil on road. Danger;;;;;;L;1;U;14;G25.Z91;
1045;petrol on road;;;;;;D;1;;14;G26;
1058;petrol on road. Danger;;;;;;D;1;U;14;G26.Z91;
916;road surface in poor condition;;;;;;L;2;;14;G27;
1059;road surface in poor condition. Danger;;;;;;L;2;U;14;G27.Z91;
1006;ice above $Q hundred metres;ice;;;;0;L;2;;14;G6;
1007;danger of ice above $Q hundred metres;danger of ice;;;;0;L;2;;14;G6D;
